Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
557,Fix #187,0.6628486,"Style fixes (#170, #157, #149)",,0
558,Update history to reflect merge of #132 [ci skip],0.52764237,refactor: mutate site payload instead of duplicating it (#419),,0
559,Propose new image handling method.,0.5792408,Add front matter default example for image (#132),,0
560,use site_description as page_description fallback,0.62051344,Prefer site.tagline to site.description for page title (#356),Add google site verification meta tag,0
561,[style] Add empty line after guard clause,0.5259463,Don't mangle text with newlines #126,,0
562,require jekyll ~> 3,0.9613,New: Require Jekyll ~> 3,,1
563,Merge branch 'master' into static-gemfile,0.4214262,Set up Continuous Integration via GH Actions (#450),Facebook meta,0
564,Merge pull request #38 from CGarces/patch-1,0.46546543,Do not cache the drop payload for SeoTag (#306),,0
565,chore(ci): bump Ruby versions (#385),0.81965333,"chore(ci): Add Ruby 2.6, drop Ruby 2.3 (#326)",,1
566,Merge pull request #61 from XhmikosR/patch-1,0.4524836,Do not cache the drop payload for SeoTag (#306),,0
567,jsonify page.url instead of using quotes,0.68485045,Use jsonify to output url in JSON-LD for consistency,,0
568,Merge branch 'master' into pr/title-optional,0.5132805,Changed: Use SmartyPants (rather than mardownify) to process titles,,0
569,Update history to reflect merge of #458 [ci skip],0.52332664,refactor: mutate site payload instead of duplicating it (#419),,0
570,Merge branch 'master' into drop,0.33133465,Convert template logic to a Liquid Drop (significant performance improvement) (#184),Add default filter,0
571,Merge pull request #3 from benbalter/valid-html,0.46269482,"Fix HTML5 validation errors (#38, props @CGarces)",Make page.image url relative to site rather than absolute,0
572,memoize name,0.44634068,Changed: Use SmartyPants (rather than mardownify) to process titles,Update tests to work with Liquid 3,0
573,remove stubbed context,0.4679567,Properly escape smart quotes in titles and descriptions,,0
574,HTTPS link to https://ogp.me/ (#359),1.0,HTTPS link to https://ogp.me/ (#359),,1
575,appease rubocop,0.6294462,Bump RuboCop to v1.18.x (#452),,0
576,Merge pull request #15 from pathawks/baseurl,0.5983714,Use baseurl to build seo_url (#15),Use seo_description instead of page.description,0
577,stricter rubocop,0.63873595,Correct RuboCop offenses in spec files (#319),"seo_description is used in  the meta tags but not in the ld+json If page.description is not set, the the description at ld+json will be null.",0
578,Update history to reflect merge of #103,0.48696345,refactor: mutate site payload instead of duplicating it (#419),Fix HTML5 validation error,0
579,lessen jekyll dependencies,0.939379,Loosen Jekyll dependency,,1
580,Update jekyll-seo-tag.gemspec,0.6852391,New: benbalter/jekyll-seo-tag is now jekyll/jekyll-seo-tag :tada:,Removed itemprop from canonical url due html validation error,0
581,better homepage_or_about detection,0.52860093,Prefer site.tagline to site.description for page title (#356),,0
582,Bump to 1.2.0,0.68420017,Bump RuboCop to v1.18.x (#452),use the page.excerpt if the page.description doesn't exist,0
583,Add tests for large image Twitter card,0.7233728,add tests for twitter.card types (#289),,1
584,memoize drop,0.5266392,Convert template logic to a Liquid Drop (significant performance improvement) (#184),Allow author data as an object,0
585,remove ruby author logic,0.49804094,"chore(ci): Add Ruby 2.6, drop Ruby 2.3 (#326)",,0
586,Merge pull request #254 from jekyll/copyright-notice,0.5298133,Changed: Requires Jekyll 3.1.x,,0
587,move author drop tests to their own spec,0.52717566,Support for global author data (props @pathawks),,0
588,add test for Jekyll version,0.9040668,Test against latest version of Jekyll (#171),Do not escape smart quotes,1
589,Update history to reflect merge of #376 [ci skip],0.5072321,refactor: mutate site payload instead of duplicating it (#419),Use site.name if site.title is not present,0
590,Merge pull request #11 from pathawks/og_title,0.60508406,Ability to disable <title> tag (props @pathawks),,0
591,Stray puts removed from test of canonical url,0.6060461,Guard against invalid or missing URLs #199,,0
592,Fix tiny typo,0.8918495,Fix tiny typo (#106),Only process Liquid template once,1
593,Merge pull request #44 from boturnbow/relative_image_tag,0.6336137,"Make page.image url relative to site rather than absolute (#44, props @boturnbow)",,0
594,Merge pull request #109 from jekyll/jekyll-rubocop,0.5916558,chore(ci): Jekyll v4.0 (#372),,0
595,Bump to 2.2.3,0.63363385,Bump RuboCop to v1.18.x (#452),,0
596,Update history to reflect merge of #328 [ci skip],0.49654183,Rectify error in Usage documentation (#328),Minify template just once,0
597,Remove redundant escapes inside regexp literal,0.65264964,Simplified whitespace-smushing regex,,0
598,add tests,0.6765249,Improved automated tests,Use baseurl to build seo_url,0
599,"drop the a, just JSON",0.6211239,Strip null values from JSON-LD hash (#249),,0
